#lon lat ve vn vu se sn su name
141.92046 -12.67832 -0.10582 0.28741 -0.63026 0.31860 0.51602 1.01800 weip
152.03039 -28.21347 0.16075 -0.26131 -0.87148 0.62405 0.55873 0.64600 warw
135.66045 -34.55887 -0.70457 -0.73017 0.91914 0.62106 0.42893 1.47000 wani
140.00475 -34.19562 -0.26501 -0.24349 -1.22434 0.40157 0.47826 0.93400 waik
117.41010 -33.33306 -0.47321 -0.24868 -1.40710 0.52905 0.21648 0.43100 wagn
186.01685 -18.65068 113.06208 -57.41639 -0.06226 1.31451 0.80839 3.84200 vavs
153.40026 -28.34892 0.71759 -1.02114 -1.69368 0.45835 0.71609 1.17000 twed
150.12220 -36.03514 0.15559 -0.38143 -1.26095 0.28729 0.49751 0.55100 turo
151.92842 -27.53441 -0.08699 0.35389 -1.98294 0.21649 0.31886 0.46535 toow
138.98309 -34.50580 -0.03607 -0.35106 0.51621 0.50620 0.44321 0.84400 tnda
178.42525 -18.14593 -3.95470 -3.40248 -4.95543 1.23266 1.25186 8.43000 suva
145.21404 -38.37518 0.02215 -0.33832 -1.15118 0.29899 0.28756 0.65600 stny
145.13087 -37.91328 0.26274 -0.19423 -2.00573 0.15761 0.15595 0.93830 sg36
142.84875 -35.50452 0.52152 -0.41237 -1.27620 0.59788 0.40500 0.58100 seal
151.60161 -32.89029 6.30206 -3.05392 -20.00746 1.06235 1.06090 7.13400 seah
151.42986 -32.75861 0.09264 0.93960 4.07773 1.12208 0.64872 10.44600 sawg
153.57488 -28.27172 1.03225 -0.59306 -3.08557 0.37850 0.45538 1.09000 salt
137.93433 -32.47029 0.00989 -0.31850 -1.57585 0.40224 0.33145 0.43800 sa45
120.07089 -33.59674 -0.50165 -0.26816 -1.18848 0.56888 0.28972 0.45500 ravn
149.24894 -35.34106 -3.12185 -0.79878 -58.23797 2.46474 0.67328 2.38000 quea
138.48572 -35.09470 -0.90954 -0.72685 -1.49363 0.42037 0.24809 0.47900 ptsv
150.91370 -34.47554 0.06978 -0.17649 -1.50574 0.34408 0.31127 0.55100 ptkl
118.60554 -20.41206 -0.42804 -0.68785 2.72686 4.89298 0.66295 7.73500 pthd
151.59651 -26.15761 0.92555 0.00794 -2.20802 0.44318 0.40374 1.50490 pro1
164.90137 -21.11862 -0.62354 1.20325 -3.43429 0.92953 0.50054 1.24200 pmbt
164.58100 -20.39248 0.15066 0.27261 -1.89811 1.39038 0.56727 1.26000 pebo
148.17334 -33.13796 0.22960 -0.04667 -0.00585 0.22644 0.43313 0.92452 par2
121.78724 -32.26002 -0.39912 -0.16035 -1.06054 0.32079 0.17311 0.46600 nors
139.66244 -34.69516 -0.79885 -0.93602 -2.22906 0.71366 0.88683 1.49400 nild
141.64601 -36.30842 -0.24339 -0.68906 -0.66633 0.34430 0.26289 0.49500 nhil
136.20086 -34.08486 -1.41881 -0.98307 -0.65018 0.51445 0.98151 1.58200 neil
150.93586 -32.25298 -2.12878 0.33954 -3.51368 1.80108 0.67128 3.15914 musw
149.08819 -35.05614 0.17294 0.00577 -1.24657 0.48457 0.40739 0.78900 murm
151.37985 -32.70976 0.63552 -0.28434 -0.68120 0.74074 0.46485 11.73000 mtmm
117.84310 -28.11531 -0.35194 -0.04121 -0.67333 0.30923 0.29403 0.44500 mtma
135.33508 -34.13659 -0.01217 -0.36388 -1.17102 0.26502 0.40371 0.61336 mthp
140.77751 -37.83097 0.32003 -0.44960 -1.66574 0.34401 0.26652 0.56281 mtga
143.44891 -37.58762 0.07400 0.00130 -1.96010 0.31381 0.38476 0.46300 mtem
133.20671 -25.94569 -0.12053 -0.07103 -0.78497 0.36808 0.28978 0.39300 mtcv
170.26252 -43.98500 -27.59309 -13.26444 -0.18180 0.65787 0.65140 0.93445 mtc1
139.26171 -35.14956 0.09736 -0.01587 -0.79070 0.37703 0.38121 0.83700 mryb
139.48713 -20.73655 -1.63702 0.42134 -1.68867 0.63066 0.84529 0.66900 misa
151.33920 -27.80977 0.92201 -1.99745 -5.46386 0.91553 1.18120 10.38400 mil3
138.54338 -35.21801 0.55213 -0.11393 3.72720 2.19389 1.12435 10.58000 mclv
137.67402 -34.37409 0.29914 0.47542 -1.98460 0.33161 0.33890 0.68800 mait
165.83162 -21.70937 -1.62366 0.94183 -4.25925 0.49969 0.43668 1.09200 lfoa
147.14599 -41.43468 -0.45022 0.21941 -1.73724 0.35265 0.39682 0.72600 laun
133.21276 -15.57315 -0.06882 -0.04570 0.02286 0.31221 0.20586 0.64700 larr
140.51264 -35.32580 -1.78145 -1.63578 -2.25895 0.56722 0.88226 0.80800 lam1
151.49136 -32.79894 1.02064 0.40191 -0.73033 0.48886 0.47014 1.10000 kurr
128.76263 -15.67696 -0.62077 0.58552 -1.59832 0.60799 0.32529 0.60300 kunu
117.70264 -31.62232 -0.39033 -0.21870 -1.68860 0.41420 0.19866 0.42700 keln
139.88691 -35.09735 0.14636 -0.63108 -1.45863 0.33812 0.76487 0.77900 karo
121.45926 -30.78439 -0.22945 -0.05707 -1.02036 0.29184 0.15373 0.49200 kalg
138.63930 -33.00062 -0.11217 0.15041 -1.15985 0.78813 0.43113 0.97096 jmst
152.75935 -27.61492 0.39131 0.34393 -1.32790 0.47145 0.23416 0.88659 ips2
143.49206 -32.86413 0.17399 -0.19221 -0.85642 0.29157 0.26292 0.47000 ihoe
118.89188 -32.44938 -0.37409 -0.04234 -1.29282 0.35668 0.23174 0.45700 hydn
165.62731 -21.27695 0.19777 -0.09508 -4.26441 0.43051 0.72939 1.51622 hlou
152.82656 -25.28303 1.00996 -0.15663 -2.06794 0.72180 0.42789 0.96300 hbay
151.25443 -23.84127 0.16533 -0.17494 -1.12166 0.43095 0.69254 0.84200 glad
152.33112 -27.54393 0.00643 0.32036 -0.50045 0.47619 0.30520 0.51100 gatt
149.91520 -37.56812 -0.04408 -0.47751 -1.24008 0.41484 0.38164 0.45900 gabo
121.88815 -33.84107 -0.09031 -0.08018 -2.67483 0.39446 0.38019 1.31300 esp1
148.52025 -23.47831 -0.57967 -0.48098 -0.42708 0.46383 0.29625 0.60600 ensh
148.60259 -32.24803 0.07943 -1.36500 1.38466 0.25253 1.09012 3.93178 dub1
131.18683 -13.83457 -0.31383 0.04080 -0.48522 0.31202 0.20684 0.57500 doda
151.55442 -32.84556 -0.44250 -0.27907 -1.94739 0.86638 0.67894 9.91300 dara
151.26380 -27.17054 0.23867 0.49535 -3.74487 0.67958 0.40731 0.56200 dalb
115.89480 -32.00391 -0.52701 -0.45305 -1.99227 0.15249 0.15467 0.17221 cut0
145.75832 -16.93572 1.29318 1.50706 -0.48042 0.54160 0.49690 1.27600 crns
153.42152 -27.53771 -1.38140 -2.18662 -3.56044 0.41767 0.82546 0.89400 crl0
115.84120 -31.94250 -0.85921 1.56519 1.48993 0.73233 0.57614 3.49600 crkp
153.04715 -27.44105 0.67099 0.54948 -2.16629 0.44042 0.48380 0.91600 crkb
138.58915 -34.93385 0.53011 -1.24736 3.35460 0.63903 0.52270 1.03600 crka
151.18670 -33.92454 0.48716 0.15663 0.23279 0.56755 0.44552 2.23105 crk1
200.18761 -21.20078 -76.95561 17.94730 0.16258 0.26896 0.21287 1.25600 cook
134.72258 -29.03471 -0.09224 -0.25734 -1.16873 0.45800 0.31419 0.46800 coob
148.60829 -31.03731 -2.43539 -6.76231 -3.95073 1.86814 3.02392 1.17000 coo2
139.85350 -35.69110 0.00958 -0.27225 -1.49847 0.47589 0.34823 0.62500 cnlp
148.82642 -32.91394 0.23640 0.26987 0.71751 0.57692 0.39650 1.49700 cmnk
153.11754 -30.29535 0.59306 0.55833 -1.18863 0.69021 0.47554 0.86000 chcc
138.20826 -33.35377 -1.24717 0.74082 -2.36125 0.96513 0.48549 0.97274 cbrk
149.05050 -35.32409 -3.18825 1.08722 -44.39595 2.75056 0.51293 7.22700 canb
117.17465 -30.52552 -0.35033 -0.12094 -1.25897 0.38129 0.19206 0.44700 bura
149.01151 -30.02743 1.51281 -0.00583 1.15977 0.35002 0.51409 1.46700 bur4
147.24394 -42.73911 -0.00051 -1.64366 0.16808 0.53347 0.69980 1.45200 brtn
144.20401 -36.03140 0.34491 -0.32259 -0.73195 0.30824 0.32797 0.60300 broc
151.33391 -32.65715 -0.07124 -0.33897 -3.09612 0.93205 0.70455 12.68800 bra2
153.56282 -28.87093 0.21356 -0.62199 0.05462 0.35925 0.60150 2.37834 blna
140.60117 -34.28538 -1.36777 -0.18203 -17.74940 2.31870 0.34541 23.20436 beri
146.65774 -36.34644 0.17078 -0.28369 -2.11939 0.26410 0.40170 0.54400 beec
153.20253 -27.72033 1.00999 0.86931 -2.71472 0.27252 0.48822 0.73800 bee2
152.99508 -27.98709 0.10848 -0.01471 -0.99813 0.30841 0.25362 0.54000 bdst
153.06917 -26.68465 0.22420 -0.61920 -0.58312 0.46833 1.18712 0.88900 bdrm
147.65603 -37.75860 -0.25413 -0.48900 -1.77134 0.22259 0.42046 0.62000 bdle
153.19363 -28.12534 0.83513 -0.86094 -0.20134 0.50299 0.51856 1.06000 bcmt
136.05868 -32.81035 0.13173 -0.37211 -1.24034 0.39641 0.24935 0.43500 bboo
153.37403 -27.94058 -0.20676 -0.07442 -3.87606 0.49098 0.43730 0.95700 arun
137.16010 -30.45328 -0.12826 -0.30139 -0.77486 0.45395 0.32503 0.44800 anda
133.87922 -23.76699 -0.50594 0.32520 -0.35454 0.53680 0.23364 0.59600 21na
133.88275 -23.69819 0.06349 0.14064 -0.45543 0.20998 0.25247 0.65200 20na
176.81940 -38.11360 4.55261 -13.08946 -1.16062 1.24325 1.07565 7.20000 eaxy
176.16320 -38.41070 2.17955 -6.48136 -2.40573 1.25507 1.15333 9.60000 e4mh
176.52200 -38.22920 2.10050 -6.90588 -0.47877 0.43413 0.37875 1.20000 cbww
176.56080 -38.40790 2.88315 -9.95716 -1.36132 0.37553 0.35845 1.60000 cbwv
176.75300 -38.25660 3.56093 -11.72343 1.65559 0.42332 0.32142 1.20000 cbwr
176.09810 -38.40700 3.17457 -5.25577 -2.45395 0.38289 0.42056 4.30000 bevj
176.30280 -38.47680 2.50401 -9.09815 -2.92016 0.35630 0.37981 1.00000 be2t
176.25250 -38.13040 3.14195 -4.56916 -1.43905 0.84021 0.82255 2.20000 b4hj
176.25470 -38.16890 3.18026 -3.80503 -1.18407 0.36818 0.44678 1.20000 b26q
176.53450 -38.03640 2.03887 -6.37458 -0.41821 0.69812 0.79374 2.20000 agug
176.48780 -38.47250 2.15277 -10.71775 0.89644 0.73179 0.89999 4.10000 agb9
176.73710 -38.07650 3.58156 -9.36963 -0.41306 0.38086 0.36360 1.20000 a9bm
176.28770 -38.35200 2.54050 -4.85570 -0.16235 0.34457 0.37105 1.20000 a88h
176.30070 -38.33760 3.39883 -4.67753 -1.66463 0.38536 0.36997 1.20000 a88g
176.15820 -38.36430 3.80514 -6.85286 -2.40506 1.23447 1.18817 9.60000 a886
176.13770 -38.30200 3.27006 -6.13861 -4.34414 1.40617 1.46619 9.60000 a86w
176.21430 -38.32890 1.53087 -5.74194 -2.55282 1.28791 1.27568 9.60000 a86t
176.16900 -38.31400 2.76051 -5.27841 -2.32347 0.40361 0.36566 1.20000 a86l
176.82720 -38.37570 1.09940 -12.78838 -0.42929 0.61117 0.39290 1.20000 a7lj
176.73400 -38.37640 3.63856 -11.76989 -2.09324 0.63474 0.31599 1.20000 a7lf
176.39320 -37.86280 2.04389 -4.13719 0.38167 0.96268 0.95660 7.20000 a4k6
176.68470 -37.98210 1.79264 -9.16221 1.64986 1.14635 1.06895 7.20000 6881
176.32070 -38.24920 2.32347 -6.28623 -2.21991 0.33968 0.38068 1.20000 3094
176.29830 -38.23350 3.65690 -5.58746 3.93441 0.41099 0.36071 1.20000 3093
176.38810 -38.31920 2.09320 -7.62279 2.85362 0.31901 0.32595 1.20000 3081
176.50170 -38.27760 2.99359 -9.28578 0.50854 0.37991 0.43351 4.30000 3080
176.50030 -38.31830 2.90559 -9.55732 -8.24467 0.35827 0.33866 1.20000 3079
176.45980 -38.31120 3.05381 -8.99899 1.08917 0.33089 0.35510 1.30000 3078
176.42830 -38.30510 2.06148 -8.11891 -0.65597 0.34116 0.39150 1.20000 3077
176.32910 -38.26400 2.15633 -5.19554 -4.54983 0.46317 0.37163 1.20000 3067
176.32350 -38.29170 3.00096 -4.95066 -2.73245 0.27145 0.43402 1.20000 3066
176.27790 -38.28500 3.02279 -3.82792 -1.86246 0.31073 0.45097 1.20000 3063
176.24830 -38.30540 2.07930 -4.03895 -2.95148 0.39244 0.38703 1.20000 3061
176.28220 -38.24860 2.88847 -5.60000 -1.72521 0.45356 0.35146 1.20000 3052
176.27250 -38.21660 2.35413 -5.32628 0.76084 0.48647 0.46412 4.30000 3051
176.46830 -38.28070 1.93401 -8.33356 3.97689 0.34569 0.35352 1.20000 3006
176.40690 -38.27190 4.97877 -5.54067 -10.73872 0.39068 0.37035 1.30000 3002
176.64110 -38.16730 4.39668 -8.88538 -4.93757 0.34142 0.36508 1.10000 2351
176.52210 -38.17360 5.03709 -6.97887 -2.77383 0.33560 0.48693 1.10000 2350
176.40480 -38.15700 3.21062 -4.42989 1.23333 0.44831 0.40925 1.20000 2348
176.31810 -38.15820 1.92202 -3.96790 0.27146 0.35803 0.37621 1.30000 2344
176.63440 -38.48470 3.22822 -11.15060 -2.28927 0.37137 0.39787 1.20000 2318
176.20860 -38.44240 -0.16552 -6.67009 -6.19277 0.46065 0.35081 1.60000 2313
176.22110 -38.36930 0.97154 -5.71244 -0.20777 0.38964 0.38548 1.20000 2309
176.11100 -38.36520 2.93947 -4.86986 -1.93978 0.43220 0.44603 1.90000 2308
176.19790 -38.11840 1.68289 -1.57270 -4.05303 0.62957 0.40164 1.20000 1291
172.48113 -43.49077 -32.02722 -12.08504 -1.75402 0.12509 0.25852 1.05256 yald
135.64328 -17.77633 -0.08691 -0.27454 -1.44039 0.15506 0.18893 0.36610 walh
175.70413 -39.11561 -0.30073 -2.39773 -4.54708 0.22186 0.29278 0.37845 vgtm
175.67593 -39.09867 0.03021 -1.95175 -4.78937 1.91091 2.80815 3.05453 vgnt
175.60115 -39.17556 1.04752 -2.47572 -2.92627 0.30066 0.48539 0.28356 vgng
175.71075 -39.13571 -0.57330 -2.43190 -3.03848 0.27621 0.42246 0.37088 vget
133.69683 -32.12862 0.31987 -0.20445 -0.74445 0.12048 0.12525 0.28621 thev
170.13928 -45.63416 -29.13598 -13.40587 -0.82261 0.18997 0.17615 0.47625 sutt
174.13729 -41.66382 -16.37710 -5.71191 -0.98000 0.28119 0.24595 0.42000 sedd
212.29396 -14.94583 -87.75354 27.90135 -2.07893 0.25561 0.30537 0.42811 rgtg
118.67886 -20.53975 -0.24240 0.12763 -0.31366 0.12731 0.17016 0.29851 pthl
174.09545 -39.27002 -0.89886 -0.73310 -3.58049 0.19202 0.26074 0.44927 pgne
174.01427 -39.29437 -0.61426 -1.30184 -3.93746 0.20351 0.47176 0.55694 pgkh
183.63120 -44.02429 -32.52676 0.85116 -1.65171 0.17380 0.25329 0.57714 owmg
166.41612 -22.24199 -0.02734 -0.12428 -1.44409 0.52333 0.21612 0.47961 nbtg
148.14496 -26.35890 0.51958 -0.18442 0.19410 0.15390 0.19268 0.29314 mchl
130.82473 -12.45546 -0.35609 0.49623 -0.40990 0.11382 0.11232 0.26657 lkya
254.63820 -26.47291 53.98181 33.16229 -2.42998 0.34863 0.75786 0.35707 ilsg
152.48686 -30.32662 0.50142 -0.15145 -1.54181 0.17847 0.13614 0.31551 hern
181.83976 -14.29605 -83.53028 0.37618 -3.17647 0.77015 1.07420 1.15814 fttg
139.90306 -22.91354 0.53725 -0.10489 -0.79401 0.11402 0.23964 0.42987 bula
148.24158 -40.21438 0.12672 -0.43690 -1.08576 0.14540 0.13432 0.38902 flnd
145.91485 -41.05006 0.16316 -0.00390 -1.06363 0.41852 0.60356 0.54369 bur2
172.77141 -34.46658 0.22981 -0.74476 -3.35773 0.18221 0.22763 0.20834 1394
173.76942 -35.96210 0.07358 -0.66623 -0.74985 0.18988 0.13559 0.19326 1361
173.78360 -35.40843 0.51287 -0.53634 -0.86907 0.36957 0.34282 0.31000 aaju
173.85496 -39.24056 -1.34609 -0.66597 -0.49434 0.27025 0.28413 0.53000 a7d5
173.86787 -39.45920 -1.40154 -1.06252 0.35537 0.26239 0.28616 0.63000 a3x8
173.88177 -35.04544 0.64574 -0.34810 -1.32856 0.30044 0.23856 0.40000 1384
174.03066 -39.05761 -0.74974 -0.93491 -0.45409 0.34402 0.33285 0.96000 d1jx
174.10242 -39.31119 -1.77170 -1.28284 -3.26443 0.67231 0.29064 0.60000 1255
174.19456 -39.55399 -2.02448 -0.43146 -0.89475 0.26151 0.28586 0.53000 1243
174.22821 -39.13399 -0.92861 -1.19687 -0.72418 0.19246 0.16369 0.26000 1259
174.24820 -36.45239 0.49339 -0.57371 -1.34053 0.39305 0.20331 0.31000 aaey
174.39472 -39.28535 -1.61904 -1.16164 -0.28439 0.23852 0.25246 0.52000 1256
174.42338 -39.48168 -2.19514 -1.13243 -0.56465 0.22923 0.26721 0.49000 1245
174.45136 -35.91812 0.37054 -0.78931 -1.14979 0.27084 0.17901 0.31000 b2fq
174.46975 -35.85196 0.66126 -0.63070 0.18031 0.19356 0.19146 0.39000 aav5
174.52047 -39.62978 -2.37557 -1.26339 0.38514 0.31074 0.29085 0.62000 1242
174.52429 -39.08102 -0.65481 -1.48260 0.38591 0.34391 0.35413 0.42000 1262
174.68029 -39.38307 -2.21739 -1.37011 1.85549 0.64999 0.68700 1.34000 1254
174.70194 -39.57802 -1.75705 -1.84664 0.86522 0.54952 0.42717 0.40000 a78c
174.72566 -38.30221 0.18783 -1.01456 -8.80297 0.54328 0.51377 0.90000 a1yc
174.76809 -39.09494 -1.40001 -1.62719 0.56591 0.46593 0.55631 0.59000 a3yh
174.95089 -39.72123 -2.79656 -2.58183 1.19503 0.66246 0.33792 0.45000 1240
174.99397 -39.53519 -1.79840 -2.59128 1.28530 0.65107 0.39956 0.40000 a78a
175.00002 -37.58938 -0.02386 -0.97331 -0.55202 0.21883 0.15534 0.16756 a33d
175.14529 -38.31455 -0.33534 -1.49598 -0.41252 0.29055 0.23418 0.48000 ah33
175.20446 -38.68667 0.66885 -2.04214 0.67704 0.32942 0.53064 0.52000 b4au
175.33306 -36.48799 1.15080 -1.10851 -1.07057 0.24621 0.21080 0.30000 a9mt
175.39432 -38.49848 -0.22480 -1.91239 1.50897 0.70592 1.04214 0.52172 be4c
175.51860 -36.33305 0.89881 -0.94878 -0.66036 0.35438 0.24126 0.17844 1344
175.63626 -38.40273 0.42083 -4.38463 -6.20889 0.80789 0.69168 1.59000 2328
175.64837 -38.36022 0.32707 -1.73504 0.05169 0.47021 0.61660 0.44296 dtkd
175.65676 -38.71729 -0.32725 -2.71589 -0.26384 0.51392 0.63122 0.46181 2104
175.66417 -38.26723 -0.03932 -1.96734 0.61007 0.33306 0.30928 0.44000 ah4q
175.74295 -38.64281 -1.05682 -2.14373 -2.37573 0.95756 0.91303 1.47000 a8yc
175.75225 -38.35663 0.69808 -2.82583 3.65893 1.11576 1.36452 0.55172 eay7
175.79640 -38.61341 0.20910 -2.53027 -5.64966 0.51451 0.38886 1.30000 2003
175.79782 -38.42500 0.55408 -3.08207 1.90509 0.61088 0.58438 0.58616 eay6
175.86728 -38.50215 -0.91762 -3.66190 0.88096 0.45489 0.69744 0.46679 2017
175.90147 -38.54245 5.41129 -1.76537 -1.47527 1.31435 0.82099 0.90679 ahby
175.94753 -38.44014 1.44298 -3.12840 2.41747 0.48088 0.44192 0.52000 a934
176.00253 -38.43249 2.01756 -3.75952 0.95172 0.38283 0.45260 0.64000 1277
176.09785 -38.31966 2.77123 -4.80441 0.43670 0.71070 1.30156 0.60672 a86g
176.11204 -37.73339 1.05338 -1.28466 0.40202 0.38730 0.36301 0.43181 ab5p
177.52004 -37.92526 2.78151 -15.49936 -2.22231 0.55295 0.50097 2.03000 b34a
170.21792 -46.05620 -28.30991 -11.79113 NaN 1.42384 1.60737 NaN em6l
170.85798 -45.35703 -28.89346 -11.87283 NaN 2.41388 2.19394 NaN dy3p
168.54036 -44.11938 -7.00032 -2.60043 NaN 3.81245 1.23700 NaN a31r
170.70018 -44.98252 -29.62810 -12.30339 NaN 1.48767 1.19627 NaN eebp
170.53420 -44.80707 -30.22715 -12.46108 NaN 1.42799 1.13712 NaN eebn
170.24890 -44.61759 -30.83356 -13.28265 NaN 1.94585 1.79082 NaN eebm
169.86690 -44.54377 -28.61038 -12.12104 NaN 2.14531 1.25549 NaN eebl
169.49640 -44.69768 -27.97344 -12.06975 NaN 1.74652 1.51283 NaN eebk
168.75572 -45.12799 -28.20970 -11.63153 NaN 1.52746 1.55250 NaN eebj
168.70860 -45.45650 -28.15353 -10.72420 NaN 2.34486 1.05842 NaN eebh
168.82119 -45.91301 -28.82624 -11.73760 NaN 1.44788 1.03877 NaN eebg
169.37308 -46.12972 -27.67011 -11.85716 NaN 1.66684 1.05842 NaN eebf
170.15049 -46.16310 -27.22588 -11.00391 NaN 1.46777 1.09775 NaN ecfj
172.02050 -42.45600 -7.79000 -1.32686 -0.16855 0.50000 0.61000 1.55000 6794
172.74620 -42.21250 -12.93000 -2.75658 -0.04824 0.43000 0.44000 0.52000 6793
172.37500 -42.53100 -15.31000 -5.95695 1.51135 0.50000 0.74000 0.74000 6792
172.39380 -42.47480 -13.97000 -4.47688 1.67142 0.74000 0.64000 1.08000 6791
171.80430 -42.55530 -7.84000 -1.68698 -0.52868 0.50000 0.57000 0.59000 6790
171.85400 -42.09550 -5.06000 -0.61644 -1.44809 0.48000 0.51000 0.41000 6788
171.90640 -41.87690 -4.06000 0.45381 -0.63781 0.40000 0.50000 0.46000 6787
171.66530 -42.29030 -4.38000 -0.73666 -1.63834 0.43000 0.53000 0.65000 6786
171.68340 -42.45050 -5.45000 -0.55685 -3.01855 0.59000 0.59000 1.17000 6784
171.46620 -41.74910 -2.70000 -0.52603 -2.02765 0.47000 0.46000 0.46000 6776
172.82530 -42.47690 -22.16000 -8.38689 0.38142 1.12000 0.68000 0.59000 6774
172.37630 -42.58540 -16.37110 -6.36932 0.61128 0.92821 0.75893 0.41314 6771
172.54500 -42.59570 -19.63000 -9.21702 0.33127 1.54000 2.24000 0.67000 6770
172.77640 -42.58330 -24.30000 -9.48702 -0.61872 0.98000 0.76000 0.60000 6769
172.80050 -42.68890 -26.56000 -10.23713 -2.19885 0.66000 0.90000 0.86000 6767
172.40070 -42.37920 -11.91000 -2.91677 1.55154 0.56000 0.55000 0.64000 6757
172.51800 -42.25690 -9.77000 -1.98663 0.46170 0.59000 0.49000 0.65000 6754
172.32040 -43.08330 -28.45000 -10.12760 -0.56935 0.55000 0.57000 0.36000 5007
172.51590 -42.00840 -7.57000 -0.11634 1.04202 0.54000 0.48000 0.71000 3662
172.77330 -42.30370 -15.14000 -4.24669 -0.00836 0.50000 0.63000 0.58000 3624
171.48250 -42.74450 -8.48000 -0.86720 -1.12892 0.48000 0.56000 0.56000 3508
171.44360 -42.72380 -7.12000 -0.63718 -1.69890 0.54000 0.50000 0.55000 3501
173.11650 -42.92610 -31.29000 -11.21742 -1.43915 0.60000 0.92000 0.50000 1436
172.11730 -41.72940 -4.84001 -0.06602 -2.84762 0.43000 0.48000 0.37000 1433
172.06350 -41.58350 -3.55001 0.62415 -1.91743 0.45000 0.45000 0.35000 1432
173.43240 -41.27550 -7.44001 -0.74550 -1.16703 0.44000 0.45000 0.52000 1210
172.98450 -41.33300 -6.29001 -0.08556 -1.77711 0.48000 0.42000 0.49000 1204
172.82770 -41.52530 -6.73001 0.09422 -2.74736 0.52000 0.51000 0.94000 1196
174.02220 -41.34780 -11.84001 -2.32558 -2.03713 0.51000 0.45000 0.49000 1195
173.39590 -41.47410 -8.78001 -0.64572 -0.97729 0.51000 0.48000 0.47000 1192
173.80220 -41.54280 -12.23001 -2.35581 -1.83738 0.50000 0.55000 0.56000 1190
172.54130 -41.55200 -6.23001 0.35419 -0.36739 0.48000 0.44000 0.34000 1189
173.99760 -41.61580 -16.66001 -4.74590 -0.73747 0.44000 0.48000 0.38000 1188
173.05790 -41.62680 -8.11001 -0.38590 -1.95749 0.66000 0.53000 0.58000 1187
172.76220 -41.69860 -6.89001 0.60402 -3.68758 0.56000 0.47000 2.61000 1186
173.39510 -41.70010 -11.81001 -1.36598 -1.54758 0.45000 0.43000 0.34000 1185
172.27990 -41.72170 -5.01001 0.15399 -3.27761 0.47000 0.47000 0.35000 1182
172.49950 -41.72910 -6.92001 1.14398 -3.70762 0.55000 0.52000 0.95000 1181
172.11840 -42.02950 -5.54000 -0.25637 -2.29801 0.45000 0.43000 0.37000 1175
172.35910 -41.82090 -5.99001 0.36388 -2.06774 0.45000 0.46000 0.38000 1174
173.34600 -41.95830 -15.49001 -3.48628 2.27208 0.46000 0.43000 0.50000 1173
173.60160 -41.97800 -21.63001 -6.33631 0.26206 0.49000 0.55000 0.64000 1172
173.42910 -42.13470 -21.16001 -7.00649 -0.37814 0.49000 0.51000 0.34000 1168
173.22410 -42.27190 -20.98000 -6.52665 0.48168 0.43000 0.45000 0.39000 1166
173.61190 -42.31090 -26.88000 -10.02670 -2.34837 0.54000 0.70000 0.43000 1165
173.69690 -42.42050 -30.11000 -10.92683 -3.49851 0.94000 1.03000 0.43000 1163
172.93550 -42.47350 -22.34000 -7.73689 1.65142 0.54000 0.41000 0.37000 1162
173.01030 -42.68740 -28.21000 -10.10714 -1.12885 0.54000 0.43000 0.54000 1153
172.64260 -42.74430 -25.20000 -9.81720 -0.79892 0.74000 0.76000 0.37000 1152
173.02570 -42.78610 -29.34000 -11.44725 -1.37897 0.70000 0.51000 0.38000 1151
172.69250 -42.83800 -28.28000 -10.66731 -0.84904 0.79000 1.09000 1.22000 1148
172.50280 -42.89420 -27.01000 -10.68738 -1.56911 0.60000 0.60000 0.32000 1147
172.81300 -42.90710 -29.36000 -11.32739 -3.49913 0.76000 0.96000 0.58000 1146
172.69290 -42.98740 -29.36000 -9.58749 -1.49923 0.64000 0.81000 0.34000 1145
172.54840 -43.11770 -29.91000 -10.35764 -1.47939 0.56000 0.64000 0.36000 1142
172.65000 -42.05320 -8.63000 0.05360 0.93196 0.67000 0.77000 0.92000 dn4j
173.37350 -42.61580 -29.65000 -9.29706 -2.68876 0.61000 0.70000 0.96000 ddau
173.80560 -41.74530 -17.16001 -5.05604 -1.83764 0.47000 0.48000 0.37000 blbh
174.16000 -41.02660 -10.32002 -1.44522 -0.70671 0.50000 0.58000 0.48000 b8y5
169.04498 -43.88000 -9.16000 -3.63856 NaN 0.72000 0.65000 NaN b8nc
169.04636 -43.86093 -8.38000 -1.53854 NaN 0.70000 0.62000 NaN b8na
169.39962 -43.99913 -21.56000 -9.76871 NaN 0.62000 0.60000 NaN b8lg
169.23993 -43.96076 -17.16000 -6.40866 NaN 0.49000 0.54000 NaN b8kt
169.14439 -43.94258 -12.98000 -4.80864 NaN 0.97000 0.70000 NaN b8kf
174.45817 -39.73995 -3.31018 -0.56392 NaN 1.61000 0.78000 NaN b2x8
172.31120 -41.06280 -3.53001 0.42475 -1.32676 0.52000 0.43000 0.62000 b1tf
172.68170 -41.21790 -4.83001 0.64458 -1.43696 0.54000 0.83000 1.03000 b1rg
172.99450 -41.12380 -4.89001 0.17468 -1.10684 0.62000 0.49000 0.73000 ahm8
172.19950 -42.31190 -6.88000 -0.50669 -1.87837 0.58000 0.60000 1.07000 aecd
173.92430 -42.15570 -28.56000 -10.07652 -1.53817 0.47000 0.58000 0.69000 ae20
172.23670 -42.14800 -6.15000 -0.54651 2.53184 0.46000 0.46000 1.09000 adwd
