#lon lat ve vn vu se sn su name
173.21570 -41.30100 -7.14001 -0.29552 -2.24707 0.38000 0.37000 0.52000 adw0
172.78200 -41.77590 -8.20001 0.18393 0.08232 0.51000 0.46000 0.91000 adtf
172.69120 -41.10910 -4.81001 0.30470 -1.92682 0.48000 0.44000 0.42000 adj4
173.57880 -41.24090 -8.60001 -1.15546 -3.36699 0.66000 0.39000 1.33000 acc5
172.10810 -41.16840 -2.66001 -0.14537 -2.08689 0.59000 0.49000 0.81000 ac7w
172.38350 -40.68790 -2.71001 0.59518 -2.05627 0.38000 0.44000 0.54000 ac7m
172.70980 -40.51200 -2.73002 0.47537 -1.76603 0.49000 0.54000 0.62000 ac7g
174.13670 -41.82260 -23.67001 -8.12614 -2.55774 0.60000 0.58000 0.74000 ac76
173.37160 -42.03200 -17.96001 -4.93637 -0.35801 0.50000 0.54000 0.55000 ac73
173.34760 -41.62550 -9.54001 -0.67590 0.51251 0.48000 0.45000 0.75000 ac72
173.19400 -42.48830 -26.02000 -8.98691 -0.03860 0.45000 0.60000 0.53000 ac6k
173.24810 -42.41600 -24.90000 -8.58682 -1.18850 0.44000 0.45000 0.52000 ac68
173.43050 -42.39040 -26.95000 -9.12679 -0.54847 0.48000 0.50000 0.51000 aayd
173.43410 -42.36620 -26.15000 -9.30676 -1.13844 0.46000 0.47000 0.42000 aaup
173.01380 -42.32040 -20.02000 -5.85671 0.67162 0.46000 0.48000 0.99000 aarc
173.07530 -42.19720 -17.76000 -5.03656 -0.83822 0.51000 0.61000 0.58000 aara
173.88900 -41.94830 -23.03001 -8.67627 -1.49790 0.51000 0.55000 0.48000 aar8
174.00600 -41.87910 -22.55001 -7.57619 -1.83781 0.78000 0.86000 0.45000 aar7
173.08000 -41.90400 -11.12001 -1.06622 0.23215 0.43000 0.48000 0.32000 aaqy
173.66920 -41.86930 -18.23001 -5.38618 -1.05780 0.58000 0.57000 0.56000 aaqt
169.38411 -44.38171 -26.32000 -12.12917 NaN 0.52000 0.50000 NaN aa8v
171.14450 -42.55820 -3.14000 -1.51698 -1.90868 0.48000 0.57000 0.44000 a8je
174.17120 -41.84850 -24.62001 -7.89617 -2.06778 0.65000 0.59000 0.59000 a8gq
174.02900 -41.78160 -20.93001 -7.43609 -1.69769 0.76000 0.64000 0.37000 a8gb
173.69570 -41.41050 -9.82001 -1.47566 -0.48721 0.53000 0.48000 0.36000 a7fm
172.67220 -40.71300 -2.92002 0.30515 -0.91630 0.58000 0.54000 0.80000 a70x
173.13160 -41.49270 -7.89001 0.04426 -2.54732 0.47000 0.47000 1.17000 a6w1
172.37890 -41.24080 -3.67001 -0.07545 -1.07699 0.44000 0.43000 0.64000 a6p7
173.23110 -42.84380 -31.70000 -11.48733 -1.32905 0.62000 0.64000 0.49000 a6nf
172.60310 -41.03480 -4.19001 0.38479 -1.28672 0.44000 0.40000 0.64000 a6m0
172.23910 -41.40590 -4.08001 0.96436 -1.01720 0.51000 0.58000 0.62000 a6ju
172.50860 -41.42450 -5.57001 0.55434 -0.65723 0.46000 0.49000 0.41000 a68v
172.85040 -40.93420 -4.35001 0.43490 -2.86659 0.42000 0.42000 1.04000 a598
172.62130 -40.87670 -3.58001 0.58497 -3.90651 0.42000 0.48000 0.57000 a593
172.28040 -40.87260 -2.91001 0.29497 -0.28651 0.43000 0.49000 0.75000 a4uh
173.94550 -41.85220 -21.44001 -7.27616 -1.62778 0.39000 0.54000 0.31000 a41n
173.54390 -41.74190 -14.08001 -2.58603 -1.16764 0.52000 0.47000 0.31000 a3uu
173.82310 -40.96330 -7.88002 -1.07515 -3.58663 0.51000 0.47000 0.42000 a26y
169.41631 -44.31289 -25.26000 -12.10909 NaN 0.45000 0.53000 NaN a07h
169.07449 -43.91096 -11.06000 -5.35860 NaN 0.94000 0.91000 NaN a071
169.35868 -44.10025 -22.15000 -9.10883 NaN 0.60000 0.46000 NaN a00f
116.87972 -33.02601 -1.03766 0.12834 -1.48366 0.81299 0.33759 0.78100 wil2
179.41300 -16.43200 -9.59235 -1.14574 NaN 0.34420 0.26748 NaN ului
167.20300 -15.44700 -33.91973 -14.25137 NaN 2.70361 1.14955 NaN san7
153.38126 -28.07696 0.41555 -0.07602 -1.79727 0.28748 0.21538 0.53500 rob1
168.31900 -17.72900 -85.29483 -39.09210 NaN 1.46543 0.81980 NaN ptv0
149.10300 -33.30300 0.47202 0.72975 NaN 2.46146 2.55826 NaN org0
190.06887 -19.06235 -77.86958 7.45065 6.45206 0.58357 0.22957 1.41300 niu0
143.65172 -38.77978 0.10539 -0.57410 -1.65873 0.42285 0.34334 0.58200 mng0
121.31906 -28.87843 -0.26789 0.08709 -0.89949 0.44013 0.24545 0.55600 lon0
150.04128 -33.32495 -4.53618 -1.05109 -24.84409 1.25466 1.12156 1.54600 lith
137.72132 -33.96798 0.00644 -0.25260 -0.96502 0.58690 0.44437 1.09600 kdn0
164.94306 -20.68883 -0.10064 0.71565 -1.36059 1.11840 0.86022 1.06400 hgh0
152.66005 -26.18851 0.97608 -0.19325 -1.23235 0.77551 0.48325 1.21100 gym0
121.64516 -33.17733 0.97231 2.05348 -1.46388 0.51308 0.82407 2.04600 grs0
166.90501 -22.31499 0.19262 -0.47911 -3.45322 0.73340 0.32788 1.56800 gor3
150.82014 -34.06328 3.50995 -0.17502 -4.55615 0.84126 0.68559 0.89700 cbt0
152.95152 -27.08443 0.23990 -0.26559 -1.48874 0.26039 0.44431 0.54000 cab2
140.49329 -34.70987 -0.00995 -0.93160 -1.64308 0.42404 0.51373 1.09600 alw0
151.69962 -27.27029 -0.16023 -0.88948 -2.62103 0.39194 0.59738 0.90200 acl1
139.59791 -32.56477 0.22505 -0.46421 -1.31798 0.55611 0.46956 0.98100 yunt
148.28275 -34.30375 0.50613 -0.01385 -1.52650 0.23195 0.22510 0.50000 yung
130.94157 -25.23105 0.21901 -0.01505 -0.53485 0.23660 0.23244 0.51500 yula
146.67292 -38.56256 0.45296 -1.12046 -4.61298 0.30007 0.30164 1.18506 yrrm
149.01667 -23.27001 4.93012 1.97216 2.32125 0.38055 0.44678 1.44600 yrbe
137.60627 -35.01703 0.41761 0.18698 -0.76052 0.39603 0.39223 1.41100 yor5
146.21255 -38.81225 0.75262 -1.07963 -1.24440 0.25938 0.24818 0.45691 ynki
153.35790 -29.44743 0.47836 -0.10077 -2.28335 0.23570 0.22841 0.60400 ymba
150.73231 -28.63165 0.40002 0.05582 -0.71911 0.49378 0.47342 1.12000 ylrb
145.23584 -35.92793 0.48963 -0.48021 -0.59080 0.41803 0.39079 1.28800 yiel
148.91325 -34.84490 0.28202 -0.06070 -2.36527 0.22709 0.23096 0.54900 yass
141.45461 -34.52797 1.02319 -1.23169 -3.17382 0.29398 0.25108 1.13100 yars
151.92223 -31.23633 0.32786 0.20882 -1.83503 0.25173 0.23206 0.62900 yaro
146.34903 -38.18210 1.06862 -1.07596 -7.00492 0.25917 0.29537 0.77600 yall
152.79012 -27.92746 0.21073 -0.02303 -1.50904 0.39440 0.37796 1.02000 wyrl
151.42398 -33.28254 0.38431 -0.57783 -1.61303 0.23086 0.23523 0.56000 wyng
143.22594 -36.07746 0.32104 -0.24445 -1.02001 0.24908 0.25083 0.63700 wych
144.05157 -38.28224 0.18675 -1.24841 -0.06535 1.64113 0.20351 0.91750 wurd
135.45368 -33.04466 0.50044 -0.43074 -1.53768 0.69484 0.56454 1.77300 wudn
148.95661 -32.57378 0.16791 0.28308 -1.96000 0.30706 0.29895 0.71600 wton
143.09301 -30.85328 -0.60351 -0.60764 2.15754 0.30297 0.29783 0.62300 wtcf
145.11619 -37.51454 0.58924 -0.19749 -3.97600 0.34813 0.35954 1.21500 wsea
147.83645 -31.70080 0.19142 -0.32902 -2.43372 0.22509 0.22826 0.53500 wrrn
144.66867 -37.90593 0.13490 -0.34481 -4.55104 0.26859 0.49428 0.81864 wrbe
144.29969 -38.19607 0.59084 -0.96047 -2.46593 0.44458 0.40887 0.94500 wpnd
145.59086 -38.60809 0.55918 -0.26302 -1.85049 0.22153 0.23128 0.64800 wotg
145.53003 -37.77707 -0.04252 -0.24217 -1.17636 0.28177 0.26469 0.75500 wori
145.41211 -16.35905 0.06462 -0.05791 -1.62546 0.34746 0.32572 1.08900 wong
150.89427 -34.42779 0.44924 0.22789 -1.62238 0.26456 0.23732 0.65454 wol2
143.00629 -22.46916 0.06836 -0.32232 -1.33047 0.35571 0.33449 0.78600 wntn
146.32306 -36.35454 0.16078 0.53183 -5.12940 0.35179 0.35918 1.14500 wnga
150.01722 -26.12376 1.48754 -0.60045 -3.83325 0.45410 0.70302 0.75700 wndn
142.47852 -38.38271 0.33731 0.12850 -1.88119 0.30337 0.32051 0.76300 wnbl
152.62546 -30.93064 1.25770 2.19176 -4.35657 0.34441 0.62198 0.84700 wlwn
115.87964 -32.04239 0.20815 -0.31179 -4.11622 0.33958 0.32367 0.95200 wlt1
149.13772 -35.59454 0.35483 -0.16484 -2.44933 0.33499 0.31879 0.82400 wlmd
148.11694 -30.02338 0.16962 0.13430 -1.32922 0.21903 0.21229 0.53600 wlgt
143.37510 -31.55529 0.63663 0.20258 -0.86850 0.33221 0.36585 0.71000 wlca
120.64350 -19.77860 0.05866 0.18008 -0.48111 0.23604 0.21933 0.51900 wlal
137.58550 -33.03514 0.51667 0.29945 3.97233 0.68791 0.60639 2.14300 whya
116.02808 -32.29752 -0.58602 -0.16387 -1.72459 0.20037 0.24183 0.39500 whiy
150.59775 -33.88642 -0.27261 -0.17037 -3.28090 0.35753 0.33295 0.86800 wgba
150.99497 -34.13421 0.15073 -0.25599 -1.69226 0.22894 0.21594 0.52800 wfal
143.83022 -37.53775 0.74764 -0.27670 -2.69103 0.31334 0.31544 0.93000 wend
141.86239 -12.66834 -0.73458 -0.24769 2.26676 0.68922 0.55531 2.21700 weia
149.25453 -29.01328 1.30471 -0.03526 0.59131 0.26471 0.32302 0.56300 weem
143.61403 -36.42551 0.43474 -0.34884 -1.28750 0.26219 0.28067 0.69400 wedd
146.85931 -36.11365 -0.17170 -1.20423 -4.57706 0.62639 0.70992 2.00500 wdng
152.60714 -28.39343 0.48801 -0.22121 -1.56375 0.26132 0.25460 0.72600 wdbg
152.73427 -31.46106 0.31748 0.00563 -1.35436 0.33486 0.29890 0.67200 wchp
150.57421 -29.54058 0.17932 -0.17203 -0.95949 0.24912 0.30611 0.55200 war3
147.73418 -35.96600 0.98945 -0.01173 -0.70485 0.26279 0.26386 0.83900 walw
144.38100 -35.45533 0.64227 0.75391 -0.16114 0.24046 0.26178 0.64200 wak1
210.70468 -17.80594 -83.31876 28.81624 -1.59086 0.40127 0.36873 1.33200 vrtg
150.97717 -33.88063 0.26966 -0.23628 -1.41089 0.22056 0.22682 0.50900 vlwd
143.92231 -35.73539 0.93599 0.25574 -1.37890 0.19589 0.49133 1.24660 vikr
175.56341 -39.27527 -0.21979 -2.04856 -3.98813 1.57730 1.23665 2.78600 vgdr
138.61270 -35.54360 0.69673 -0.80876 -1.91326 0.59705 0.54305 1.56400 vcth
115.81659 -31.97873 -0.46317 -0.32564 -1.85612 0.38072 0.36303 0.78200 uwa0
141.81264 -35.17123 0.56917 -0.46737 -1.43473 0.22293 0.23189 0.58800 unde
150.46534 -35.36196 1.70757 0.39868 2.06900 0.30879 0.26891 0.77700 ulla
128.88315 -31.67958 0.31036 0.00410 -1.06968 0.25710 0.25585 0.54500 ucla
153.04076 -26.39228 -1.06624 0.11063 -2.28167 0.51405 0.60924 2.20800 twtn
146.83476 -19.25226 11.09967 -4.17008 -6.00125 1.78178 1.64355 2.33200 twpt
150.16329 -30.64085 0.78798 0.89853 -1.10814 0.56148 0.50718 1.31600 twga
145.93165 -17.94174 0.10031 0.17985 -1.21909 0.35232 0.35072 1.12100 tuly
147.56971 -32.63220 1.04210 0.09645 -1.64608 0.28670 0.28112 0.59200 tull
145.20774 -41.48956 -15.48443 5.11035 -6.99931 2.53147 1.22167 1.78700 tsr1
145.13240 -40.85049 0.10975 -0.34531 -1.25448 0.47104 0.46836 1.29700 tsmi
147.35507 -42.94248 22.02638 -0.14311 -3.09817 2.33757 0.55203 1.44800 trn3
151.89928 -26.79542 -0.20438 0.00724 -1.41629 0.36160 0.40081 1.42200 trn1
146.53643 -38.19760 -0.21741 -1.01092 -6.18794 0.51378 0.49232 1.11900 trar
147.36975 -32.25336 -0.20113 -0.25460 -0.34053 0.24194 0.24174 0.58100 tott
146.97542 -32.00725 0.42155 -1.07348 0.40983 0.56341 0.51607 1.51500 tot1
144.30990 -38.32194 3.50901 5.59095 -2.72511 1.45265 0.84792 1.49600 torq
115.58434 -31.49569 0.42195 -0.53934 -1.42841 0.49027 0.33754 0.91300 tork
152.36642 -27.08332 -0.29075 -0.04212 -1.63474 0.28317 0.26212 0.58800 toog
117.40031 -22.84645 -0.36647 0.06850 -0.51307 0.24016 0.23360 0.51300 tomp
152.01992 -29.05477 0.42995 0.00646 -1.22876 0.23546 0.22866 0.53900 tntr
150.57353 -24.49174 0.80129 1.94805 -1.24369 0.31242 0.33888 0.81300 tngl
148.22018 -35.30108 0.31674 -0.32346 -1.02292 0.21809 0.22590 0.48600 tmut
147.53441 -34.44644 0.41246 -0.24925 -2.91870 0.23457 0.23224 0.57800 tmra
146.28410 -24.77170 0.34990 0.30412 -1.00713 0.26986 0.27686 0.60800 tmbo
148.01153 -35.77768 0.29668 0.00638 -1.51659 0.22404 0.21803 0.54800 tmba
147.12528 -41.41865 0.46670 -0.87631 -1.67922 0.59748 0.53634 1.32000 tltn
144.41379 -30.86696 0.33809 -0.09198 -1.11548 0.24522 0.24236 0.53300 tlpa
142.22195 -10.58648 0.30102 0.29817 -2.04169 0.41364 0.40591 1.14900 titg
139.46002 -35.27341 1.31508 -0.80528 -2.40288 0.51553 0.49889 1.07500 tibd
146.39824 -37.84353 0.44145 0.23137 -2.58645 0.35565 0.32455 1.29300 tho1
150.07546 -24.94861 -0.03684 -0.80444 -0.75841 0.52493 0.64318 1.23800 the1
148.78449 -23.96063 0.75671 0.37853 -2.05385 0.31302 0.32999 0.81200 ter4
141.11095 -36.12601 1.26571 -0.29481 -1.83708 0.43880 0.34446 1.07000 telo
146.77190 -19.27075 0.57453 4.40821 137.17772 0.65412 0.72025 3.62400 tcc1
153.00339 -25.91883 1.00077 0.83315 0.27807 0.31162 0.27477 0.98100 tcby
145.27045 -36.43964 -0.22591 -0.95965 -3.54652 0.25201 0.37986 1.06200 tatu
152.46593 -31.93407 0.90935 -0.59835 -1.18106 0.56839 0.48167 1.30500 taso
152.46380 -31.91220 0.64268 -0.28986 -1.28803 0.24365 0.23726 0.54300 tare
149.89452 -25.80138 0.72220 0.90161 -0.40975 0.33743 0.32332 0.77800 tar3
150.93340 -31.09410 0.41455 -0.04899 -0.79846 0.19788 0.19208 0.96444 tamw
149.11329 -26.04064 3.83525 18.50108 -0.54112 1.58659 1.17960 1.12000 talo
149.16106 -35.34251 0.23054 -0.20988 -1.29098 0.25889 0.25144 0.56700 sym1
152.87707 -27.67242 0.29134 0.22313 -1.18665 0.28520 0.26022 1.00000 swtc
143.56016 -35.34347 0.11661 0.06841 -1.52798 0.24476 0.25585 0.69500 swnh
178.44336 -18.14825 -6.97225 -6.75902 3.70457 1.13853 0.85286 2.79700 svfj
141.13655 -37.72878 0.24161 -0.35667 -2.82830 0.24353 0.25354 0.74300 strh
149.58772 -22.48320 -0.67479 0.13585 -1.19949 1.45880 0.79905 1.10900 stlw
115.68434 -32.21240 -0.46385 -0.10145 -1.73047 0.56524 0.47864 1.22800 sti2
143.28529 -24.35024 0.51069 2.17643 1.97053 0.40618 0.44149 0.78000 sthg
138.89827 -35.25231 0.32822 0.20178 -2.05085 0.63811 0.57257 1.48800 stbn
143.25739 -36.61523 0.71576 -1.07782 -0.84134 1.13587 1.05146 0.80511 sta8
145.58429 -40.96165 -0.14291 -0.25588 -1.91462 0.35851 0.38635 1.07400 ssck
140.98918 -36.37788 -0.19698 1.61232 0.27857 0.44977 1.04582 0.83000 srvc
150.56394 -33.69854 -0.19488 -0.00936 -0.99963 0.22105 0.22142 0.63500 spwd
151.62366 -32.96025 1.21426 0.18257 -0.52356 0.30726 0.28710 0.78000 sppt
151.17575 -32.55823 0.18644 0.00274 -0.77197 0.23676 0.22985 0.62700 sngo
149.22564 -21.06689 -0.68762 1.00509 -1.00821 0.26164 0.26315 0.67100 slad
143.35951 -37.68485 0.16117 -0.42380 -0.07224 0.24565 0.25168 0.64800 skip
152.90777 -27.68324 0.97461 -0.64242 -4.41066 0.45599 0.37869 1.02000 sfld
145.13919 -37.02422 0.73294 -0.50638 -1.00633 0.24339 0.25109 0.63600 semr
166.95186 -45.26517 -22.82834 -5.24568 -0.39806 0.70587 1.05810 1.41400 scty
150.86965 -32.05135 0.39152 0.00924 -1.64223 0.24752 0.22535 0.55300 scon
121.54869 -32.95054 0.69954 2.01663 -1.01155 1.17585 0.87018 2.42900 sagm
149.97668 -32.79244 0.29328 0.05060 -1.56532 0.23767 0.23723 0.61700 ryls
136.90209 -30.55810 1.30071 0.64472 -1.82202 0.35918 0.32142 0.84100 rxby
145.48269 -17.60640 -0.14071 -0.23407 -1.44953 0.37127 0.34290 0.89400 rvso
146.89610 -20.11193 0.66290 -1.61858 -2.25465 0.68789 0.69025 1.16500 rvnw
141.26898 -34.04248 0.32562 0.11449 -1.30112 0.26339 0.25468 0.55000 ruus
146.50890 -36.09846 0.13663 -0.66116 -2.37004 0.24614 0.26511 0.75000 ruth
138.75094 -34.53626 0.05321 -0.44962 -0.25783 0.36752 0.43600 1.15600 rswt
151.91465 -24.63103 0.22735 0.53640 -1.89184 0.63326 0.63421 0.96861 rsed
150.79008 -23.16098 0.37618 0.23800 -1.16858 0.28697 0.26251 0.81600 rsby
115.52901 -31.99445 -0.79606 -1.40148 1.22385 0.93024 0.72859 2.13500 rot1
148.78788 -26.56955 0.63872 1.21408 -2.16994 0.34496 0.44257 1.04100 rom1
150.51415 -23.37796 0.56793 0.77620 -2.73092 0.40613 0.40095 1.14100 roc2
133.81654 -18.38788 -0.10060 0.22210 -1.61783 0.23101 0.22906 0.69400 rnsp
141.99295 -35.90976 0.23115 1.94476 -2.37377 0.29570 0.46075 0.72200 rnbo
148.39688 -24.40665 -3.04709 -2.39379 2.39744 0.76432 1.26259 0.96800 rlst
225.03110 -23.11777 -78.04833 40.78056 -4.79351 0.43495 0.35416 0.79900 rktg
137.83480 -19.96761 0.19828 0.21351 -1.25242 0.23750 0.23660 0.50000 rkld
129.99221 -17.71160 -0.12671 0.09777 -0.82671 0.28026 0.26731 0.75400 rivn
150.20910 -23.28765 1.68538 0.73603 -4.99978 0.35653 0.33883 0.90500 rid1
145.96184 -41.06512 0.40965 -0.35991 -2.01776 0.20812 0.21414 0.47600 rhpt
149.65499 -33.41566 0.13755 0.12836 -1.33322 0.25455 0.21657 0.47000 rgln
147.58729 -23.42642 0.50503 -0.49142 -0.61200 0.37805 0.34643 0.72500 rbyl
142.76988 -34.59032 0.64415 0.41950 -1.66991 0.29525 0.32728 0.72300 rbvl
151.74543 -32.76287 0.29415 -0.01396 -1.76327 0.32427 0.31060 0.74000 raym
146.38865 -37.95394 0.85943 -0.81010 -3.13660 0.62052 0.54327 1.57000 raws
146.26165 -33.84198 0.43810 0.30620 -1.28784 0.26930 0.25289 0.56800 rank
146.57851 -35.59377 0.10118 0.36826 -1.86233 0.25340 0.22793 0.51500 rand
145.56460 -42.07962 -0.31105 -0.71234 -2.47207 0.53267 0.52389 1.23000 quee
147.87001 -30.93299 -0.27788 0.25641 2.44842 0.30813 0.31501 0.72300 quam
178.46800 -18.12896 -5.32369 -4.89464 -1.19140 0.78170 0.80815 3.02100 qsvp
130.88282 -12.42921 -1.03959 -0.19079 -2.15884 0.78450 0.66419 2.57600 qdrp
144.63809 -38.27031 0.01618 -0.17709 -3.04704 0.25681 0.29322 0.68600 qclf
152.93861 -27.50975 1.25927 -0.60161 -1.26740 0.56360 0.48843 1.73200 qbrp
140.54517 -36.69157 0.70917 0.52104 -0.59187 0.82697 0.75119 1.89700 pway
150.65952 -32.95304 0.19825 0.16799 -1.72855 0.23234 0.23380 0.66100 puty
152.88251 -31.45322 2.62660 -1.20158 -8.62935 0.85096 0.52657 4.39600 ptmq
135.85652 -34.72904 -0.78505 -3.56083 -4.11711 0.60605 0.73636 2.26400 ptln
150.86249 -23.58411 0.32138 -1.10715 -1.00125 0.48732 0.54452 1.19900 ptlm
142.23828 -38.38504 0.21244 -0.29414 -1.49519 0.23392 0.25540 0.55600 prtf
149.08900 -35.36357 0.54263 -0.36467 -2.56301 0.28894 0.27465 0.61600 prce
130.84307 -12.43262 -0.30506 0.54606 0.88816 0.48747 0.48942 1.44800 prap
210.42813 -17.54257 -83.46790 27.83321 -2.53343 0.52222 0.47480 1.49200 ppt3
142.56686 -33.38252 -1.46344 0.07654 0.09783 1.45551 0.32125 0.62700 poon
142.99703 -38.61742 0.08542 -0.42468 -1.33851 0.27534 0.28686 0.71300 poca
147.84716 -43.14312 0.01602 -0.20486 -2.26743 0.52886 0.56028 1.41900 poar
150.68774 -33.73998 -0.42657 0.44904 -2.52069 0.31731 0.33742 1.93600 pnth
138.41601 -34.31187 0.32191 -0.63096 0.48149 0.43531 0.40493 1.12900 pnry
140.82658 -37.40835 0.67261 0.57767 -1.05386 0.69421 0.81611 2.19600 pnla
145.67272 -16.73977 -0.03079 0.32323 -1.86109 0.36237 0.34126 1.09700 pmcv
152.89768 -31.46190 -0.07853 0.17599 -1.74036 0.23774 0.23186 0.58100 pmac
139.06598 -34.74614 0.00531 -0.95802 -5.08113 0.62008 0.56749 1.59000 ple2
144.96092 -37.79981 0.26459 -1.01121 -2.15239 0.22176 0.25300 0.59800 pkvl
145.48557 -38.07754 0.53060 -0.74642 -2.14677 0.47604 0.45366 1.29800 pknh
145.49414 -38.11134 -0.28611 -0.64841 -2.75082 0.51613 0.46486 1.29400 pkhm
151.63256 -27.71620 -0.24767 0.35646 -1.96471 0.48538 0.48295 1.35400 pits
116.97967 -32.49120 0.26355 -0.00925 -1.61688 0.49657 0.44957 0.87700 piny
140.90684 -35.26148 -0.20940 -0.67720 -0.65186 0.37141 0.35869 0.87500 pinn
153.33604 -27.80671 0.00699 -0.83063 -1.60285 0.48560 0.47173 1.14400 pimp
143.32773 -35.05433 -0.91766 -0.43908 -2.91157 0.26329 0.22705 0.69100 pia2
148.40997 -36.41128 0.24581 -0.16340 -1.24448 0.23404 0.22991 0.56900 per5
150.60515 -34.15761 0.69970 -2.56276 -2.73329 0.29450 0.30904 0.68900 pctn
151.21206 -33.97402 0.09867 -0.07994 -1.66503 0.21565 0.21198 0.44200 pbot
142.19091 -35.38294 0.99028 -1.60913 -2.64158 0.91757 1.84707 1.15727 patc
210.42546 -17.56674 -76.92934 21.21808 14.73153 3.75489 2.14545 9.73700 pam1
144.06779 -38.44210 4.50786 -4.09053 -7.08327 0.35799 0.37445 0.95800 pain
144.10171 -34.19316 0.76485 -0.37968 -2.27834 0.33129 0.31020 0.66100 oxly
148.64605 -32.75384 0.19993 -0.29371 -1.73526 0.24605 0.23634 0.49200 oval
149.09803 -33.28519 0.19518 -0.12717 -2.16403 0.22151 0.21609 0.61200 orng
148.45514 -37.70410 0.14321 -0.17135 -2.61226 0.24237 0.25688 0.72200 orbo
150.74014 -34.00096 1.45837 -1.43677 2.07394 0.31780 0.33192 1.18700 ora2
138.48975 -35.17735 0.29375 -0.50939 -1.67274 0.56721 0.46394 1.27900 onkp
147.60057 -37.10199 2.32066 -1.35919 -2.71743 0.36451 0.43149 0.68400 omeo
136.89062 -30.43941 -0.90340 -1.29042 -2.53900 1.20147 0.87808 1.06113 olym
149.85761 -33.70394 0.12313 0.04793 -1.30464 0.22243 0.21545 0.46100 obrn
146.31563 -32.06615 0.63912 -0.12899 -1.89925 0.26421 0.25822 0.58000 nyma
118.17497 -33.66562 -0.03312 0.00572 -0.37458 0.49622 0.44878 1.06300 nybg
150.60481 -34.87376 0.24420 -0.01713 -1.49931 0.21671 0.21298 0.47100 nwra
151.76523 -32.92957 0.21756 -0.08080 -1.13552 0.21685 0.21671 0.46700 nwcs
130.89380 -31.43867 0.29589 -0.26347 -1.14233 0.29686 0.29893 0.60500 nula
133.97004 -21.45723 -0.09276 0.26875 -1.33684 0.24575 0.24255 0.54500 ntjn
150.44411 -29.04554 0.25408 0.37046 -1.48374 0.24856 0.24774 0.52500 nsta
139.31687 -35.49012 0.74684 0.16585 -0.48318 0.54089 0.50780 1.81600 nrrg
148.23871 -32.23444 0.50026 0.48519 -2.87250 0.24412 0.23841 0.48600 nrmn
151.71628 -31.51355 0.28255 1.41579 -1.23944 0.23853 0.26286 0.56500 nowe
153.08016 -26.38301 -0.17068 -1.27357 4.33535 0.64649 0.54654 1.74900 nosa
141.06917 -17.67168 -0.05564 0.03391 -1.69764 0.26730 0.25986 0.71200 nmtn
153.23158 -28.59783 0.51361 0.13090 -0.91206 0.26179 0.24766 0.70600 nmbn
141.00621 -38.04791 -0.13192 -0.02301 -1.25968 0.18648 0.21028 0.51188 nlso
147.89221 -21.21261 0.73661 0.44774 6.71956 0.81251 0.59208 2.11400 nlnd
190.07935 -19.05300 -77.24880 6.62618 -1.79492 0.53151 0.46583 1.25300 niut
138.48950 -34.79382 0.30109 0.51488 -0.34220 0.30382 0.31689 0.72100 nhav
147.19456 -31.56390 0.52166 -0.24755 -0.90351 0.24109 0.24240 0.57600 ngan
145.35209 -38.51399 0.22215 -0.73450 -2.59037 0.22940 0.23532 0.61800 newh
151.78875 -32.92396 0.36302 -0.00069 -1.11351 0.23338 0.22887 0.46600 newe
118.82151 -33.02153 2.30449 1.19031 3.62635 0.59032 0.46760 1.50700 newd
153.33472 -27.99080 0.21039 0.00145 -1.14514 0.50783 0.42222 0.99200 nera
148.69855 -21.64028 0.17581 0.54495 -1.80213 0.27886 0.28399 0.72300 nebo
146.53754 -34.75190 0.34563 -0.02580 -1.80814 0.22627 0.22156 0.50900 ndra
116.12327 -34.70837 -0.17459 -0.22439 -0.93208 0.24356 0.24544 0.52600 nclf
145.81404 -29.67715 0.14373 0.47811 -1.26270 0.26452 0.26399 0.55300 nbrk
149.78636 -30.33012 0.32281 -0.04952 -0.91168 0.22273 0.22134 0.45500 nbri
138.26278 -34.01695 2.73380 -1.59327 -0.28409 0.82180 0.75115 1.30800 nan1
149.33765 -23.73878 0.37165 0.07515 -1.13050 0.41260 0.30461 0.76100 namo
152.96809 -26.61988 1.85867 -0.28777 -0.74802 0.53987 0.48664 1.73600 namb
146.72220 -36.55796 0.44260 -0.14973 -0.77068 0.25845 0.26849 0.75900 myrt
115.73808 -33.05508 0.09910 -1.70817 -0.92870 0.63813 0.55203 1.24200 myap
145.98846 -35.99313 5.47754 4.71829 -3.14189 0.29393 0.37979 0.53200 mwal
145.74077 -37.51023 0.05465 -0.16947 -5.23400 0.32419 0.36494 1.30700 mvil
183.83152 -13.28465 -88.29836 3.00378 -3.72929 0.37434 0.36413 1.51500 mutg
141.18112 -35.26258 0.19087 -0.17911 -0.73586 0.24902 0.23298 0.61400 murr
116.68259 -31.73937 0.42486 0.02820 -1.49277 0.47754 0.45449 1.27800 murk
134.05857 -30.28197 0.33392 0.04549 -0.97661 0.24495 0.24460 0.49600 mulg
149.58468 -32.58999 0.20390 0.02409 -1.56602 0.24168 0.23140 0.63900 mudg
153.46596 -27.03104 1.15486 1.16804 -1.43766 0.62450 0.51940 1.69800 mtn2
151.56030 -32.73698 0.90328 -0.23584 -1.38024 0.28354 0.27476 0.61100 mtld
139.48643 -20.69040 0.25299 -0.80951 -1.50360 0.24635 0.24108 0.50100 mtis
151.09911 -32.61543 1.33296 -0.58814 -0.62206 0.26983 0.25410 0.74400 mthr
