x,z,y,dy_dx,dy_dz
104.0,-44.0,-12.91070818731365,0.0,-0.0
108.0,-44.0,-12.91070818731365,0.0,-0.0
112.0,-44.0,-12.91070818731365,0.0,-0.0
116.0,-44.0,-12.91070818731365,0.0,-0.0
120.0,-44.0,-12.91070818731365,0.0,-0.0
124.0,-44.0,-12.91070818731365,0.0,-0.0
128.0,-44.0,-12.91070818731365,0.0,-0.0
132.0,-44.0,-12.91070818731365,0.0,-0.0
136.0,-44.0,-12.91070818731365,0.0,-0.0
140.0,-44.0,-12.91070818731365,0.0,-0.0
144.0,-44.0,-12.91070818731365,0.0,-0.0
148.0,-44.0,-12.91070818731365,0.0,-0.0
152.0,-44.0,-12.91070818731365,0.0,-0.0
156.0,-44.0,-12.91070818731365,0.0,-0.0
160.0,-44.0,-12.91070818731365,0.0,-0.0
164.0,-44.0,-12.91070818731365,0.0,-0.0
168.0,-44.0,-12.91070818731365,0.0,-0.0
172.0,-44.0,-12.91070818731365,0.0,-0.0
176.0,-44.0,-12.91070818731365,0.0,-0.0
180.0,-44.0,-12.91070818731365,0.0,-0.0
184.0,-44.0,-12.91070818731365,0.0,-0.0
188.0,-44.0,-12.91070818731365,0.0,-0.0
192.0,-44.0,-12.91070818731365,0.0,-0.0
196.0,-44.0,-12.91070818731365,0.0,-0.0
200.0,-44.0,-12.91070818731365,0.0,-0.0
204.0,-44.0,-12.91070818731365,0.0,-0.0
208.0,-44.0,-12.91070818731365,0.0,-0.0
212.0,-44.0,-12.91070818731365,0.0,-0.0
216.0,-44.0,-12.91070818731365,0.0,-0.0
220.0,-44.0,-12.91070818731365,0.0,-0.0
224.0,-44.0,-12.91070818731365,0.0,-0.0
228.0,-44.0,-12.91070818731365,0.0,-0.0
232.0,-44.0,-12.91070818731365,0.0,-0.0
236.0,-44.0,-12.91070818731365,0.0,-0.0
240.0,-44.0,-12.91070818731365,0.0,-0.0
244.0,-44.0,-12.91070818731365,0.0,-0.0
248.0,-44.0,-12.91070818731365,0.0,-0.0
252.0,-44.0,-12.91070818731365,0.0,-0.0
256.0,-44.0,-12.91070818731365,0.0,-0.0
260.0,-44.0,-12.91070818731365,0.0,-0.0
264.0,-44.0,-12.91070818731365,0.0,-0.0
268.0,-44.0,-12.91070818731365,0.0,-0.0
272.0,-44.0,-12.91070818731365,0.0,-0.0
276.0,-44.0,-12.91070818731365,0.0,-0.0
280.0,-44.0,-12.91070818731365,0.0,-0.0
284.0,-44.0,-12.91070818731365,0.0,-0.0
288.0,-44.0,-12.91070818731365,0.0,-0.0
292.0,-44.0,-12.91070818731365,0.0,-0.0
296.0,-44.0,-12.91070818731365,0.0,-0.0
300.0,-44.0,-12.91070818731365,0.0,-0.0
304.0,-44.0,-12.91070818731365,0.0,-0.0
308.0,-44.0,-12.91070818731365,0.0,-0.0
312.0,-44.0,-12.91070818731365,0.0,-0.0
316.0,-44.0,-12.91070818731365,0.0,-0.0
320.0,-44.0,-12.91070818731365,0.0,-0.0
324.0,-44.0,-12.91070818731365,0.0,-0.0
328.0,-44.0,-12.91070818731365,0.0,-0.0
332.0,-44.0,-12.91070818731365,0.0,-0.0
336.0,-44.0,-12.91070818731365,0.0,-0.0
340.0,-44.0,-12.91070818731365,0.0,-0.0
344.0,-44.0,-12.91070818731365,0.0,-0.0
348.0,-44.0,-12.91070818731365,0.0,-0.0
352.0,-44.0,-12.91070818731365,0.0,-0.0
356.0,-44.0,-12.91070818731365,0.0,-0.0
360.0,-44.0,-12.91070818731365,0.0,-0.0
364.0,-44.0,-12.91070818731365,0.0,-0.0
368.0,-44.0,-12.91070818731365,0.0,-0.0
372.0,-44.0,-12.91070818731365,0.0,-0.0
376.0,-44.0,-12.91070818731365,0.0,-0.0
380.0,-44.0,-12.91070818731365,0.0,-0.0
-380.0,-40.0,-12.91070818731365,0.0,-0.0
-376.0,-40.0,-12.91070818731365,0.0,-0.0
-372.0,-40.0,-12.91070818731365,0.0,-0.0
-368.0,-40.0,-12.91070818731365,0.0,-0.0
-364.0,-40.0,-12.91070818731365,0.0,-0.0
-360.0,-40.0,-12.91070818731365,0.0,-0.0
-356.0,-40.0,-12.91070818731365,0.0,-0.0
-352.0,-40.0,-12.91070818731365,0.0,-0.0
-348.0,-40.0,-12.91070818731365,0.0,-0.0
-344.0,-40.0,-12.91070818731365,0.0,-0.0
-340.0,-40.0,-12.91070818731365,0.0,-0.0
-336.0,-40.0,-12.91070818731365,0.0,-0.0
-332.0,-40.0,-12.91070818731365,0.0,-0.0
-328.0,-40.0,-12.91070818731365,0.0,-0.0
-324.0,-40.0,-12.91070818731365,0.0,-0.0
-320.0,-40.0,-12.91070818731365,0.0,-0.0
-316.0,-40.0,-12.91070818731365,0.0,-0.0
-312.0,-40.0,-12.91070818731365,0.0,-0.0
-308.0,-40.0,-12.91070818731365,0.0,-0.0
-304.0,-40.0,-12.91070818731365,0.0,-0.0
-300.0,-40.0,-12.91070818731365,0.0,-0.0
-296.0,-40.0,-12.91070818731365,0.0,-0.0
-292.0,-40.0,-12.91070818731365,0.0,-0.0
-288.0,-40.0,-12.91070818731365,0.0,-0.0
-284.0,-40.0,-12.91070818731365,0.0,-0.0
-280.0,-40.0,-12.91070818731365,0.0,-0.0
-276.0,-40.0,-12.91070818731365,0.0,-0.0
-272.0,-40.0,-12.91070818731365,0.0,-0.0
-268.0,-40.0,-12.91070818731365,0.0,-0.0
-264.0,-40.0,-12.91070818731365,0.0,-0.0
-260.0,-40.0,-12.91070818731365,0.0,-0.0
-256.0,-40.0,-12.91070818731365,0.0,-0.0
-252.0,-40.0,-12.91070818731365,0.0,-0.0
-248.0,-40.0,-12.91070818731365,0.0,-0.0
-244.0,-40.0,-12.91070818731365,0.0,-0.0
-240.0,-40.0,-12.91070818731365,0.0,-0.0
-236.0,-40.0,-12.91070818731365,0.0,-0.0
-232.0,-40.0,-12.91070818731365,0.0,-0.0
-228.0,-40.0,-12.91070818731365,0.0,-0.0
-224.0,-40.0,-12.91070818731365,0.0,-0.0
-220.0,-40.0,-12.91070818731365,0.0,-0.0
-216.0,-40.0,-12.91070818731365,0.0,-0.0
-212.0,-40.0,-12.91070818731365,0.0,-0.0
-208.0,-40.0,-12.91070818731365,0.0,-0.0
-204.0,-40.0,-12.91070818731365,0.0,-0.0
-200.0,-40.0,-12.91070818731365,0.0,-0.0
-196.0,-40.0,-12.91070818731365,0.0,-0.0
-192.0,-40.0,-12.91070818731365,0.0,-0.0
-188.0,-40.0,-12.91070818731365,0.0,-0.0
-184.0,-40.0,-12.91070818731365,0.0,-0.0
-180.0,-40.0,-12.91070818731365,0.0,-0.0
-176.0,-40.0,-12.91070818731365,0.0,-0.0
-172.0,-40.0,-12.91070818731365,0.0,-0.0
-168.0,-40.0,-12.91070818731365,0.0,-0.0
-164.0,-40.0,-12.91070818731365,0.0,-0.0
-160.0,-40.0,-12.91070818731365,0.0,-0.0
-156.0,-40.0,-12.91070818731365,0.0,-0.0
-152.0,-40.0,-12.91070818731365,0.0,-0.0
-148.0,-40.0,-12.91070818731365,0.0,-0.0
-144.0,-40.0,-12.91070818731365,0.0,-0.0
-140.0,-40.0,-12.91070818731365,0.0,-0.0
-136.0,-40.0,-12.91070818731365,0.0,-0.0
-132.0,-40.0,-12.91070818731365,0.0,-0.0
-128.0,-40.0,-12.91070818731365,0.0,-0.0
-124.0,-40.0,-12.91070818731365,0.0,-0.0
-120.0,-40.0,-12.91070818731365,0.0,-0.0
-116.0,-40.0,-12.91070818731365,0.0,-0.0
-112.0,-40.0,-12.91070818731365,0.0,-0.0
-108.0,-40.0,-12.91070818731365,0.0,-0.0
-104.0,-40.0,-12.91070818731365,0.0,-0.0
-100.0,-40.0,-12.91070818731365,0.0,-0.0
-96.0,-40.0,-12.91070818731365,0.0,-0.0
-92.0,-40.0,-12.91070818731365,0.0,-0.0
-88.0,-40.0,-12.91070818731365,0.0,-0.0
-84.0,-40.0,-12.91070818731365,0.0,-0.0
-80.0,-40.0,-12.91070818731365,0.0,-0.0
-76.0,-40.0,-12.91070818731365,0.0,-0.0
-72.0,-40.0,-12.91070818731365,0.0,-0.0
-68.0,-40.0,-12.91070818731365,0.0,-0.0
-64.0,-40.0,-12.91070818731365,0.0,-0.0
-60.0,-40.0,-12.91070818731365,0.0,-0.0
-56.0,-40.0,-12.91070818731365,0.0,-0.0
-52.0,-40.0,-12.91070818731365,0.0,-0.0
-48.0,-40.0,-12.91070818731365,0.0,-0.0
-44.0,-40.0,-12.91070818731365,0.0,-0.0
-40.0,-40.0,-12.91070818731365,0.0,-0.0
-36.0,-40.0,-12.91070818731365,0.0,-0.0
-32.0,-40.0,-12.91070818731365,0.0,-0.0
-28.0,-40.0,-12.91070818731365,0.0,-0.0
-24.0,-40.0,-12.91070818731365,0.0,-0.0
-20.0,-40.0,-12.91070818731365,0.0,-0.0
-16.0,-40.0,-12.91070818731365,0.0,-0.0
-12.0,-40.0,-12.91070818731365,0.0,-0.0
-8.0,-40.0,-12.91070818731365,0.0,-0.0
-4.0,-40.0,-12.91070818731365,0.0,-0.0
0.0,-40.0,-12.91070818731365,0.0,-0.0
4.0,-40.0,-12.91070818731365,0.0,-0.0
8.0,-40.0,-12.91070818731365,0.0,-0.0
12.0,-40.0,-12.91070818731365,0.0,-0.0
16.0,-40.0,-12.91070818731365,0.0,-0.0
20.0,-40.0,-12.91070818731365,0.0,-0.0
24.0,-40.0,-12.91070818731365,0.0,-0.0
28.0,-40.0,-12.91070818731365,0.0,-0.0
32.0,-40.0,-12.91070818731365,0.0,-0.0
36.0,-40.0,-12.91070818731365,0.0,-0.0
40.0,-40.0,-12.91070818731365,0.0,-0.0
44.0,-40.0,-12.91070818731365,0.0,-0.0
48.0,-40.0,-12.91070818731365,0.0,-0.0
52.0,-40.0,-12.91070818731365,0.0,-0.0
56.0,-40.0,-12.91070818731365,0.0,-0.0
60.0,-40.0,-12.91070818731365,0.0,-0.0
64.0,-40.0,-12.91070818731365,0.0,-0.0
68.0,-40.0,-12.91070818731365,0.0,-0.0
72.0,-40.0,-12.91070818731365,0.0,-0.0
76.0,-40.0,-12.91070818731365,0.0,-0.0
80.0,-40.0,-12.91070818731365,0.0,-0.0
84.0,-40.0,-12.91070818731365,0.0,-0.0
88.0,-40.0,-12.91070818731365,0.0,-0.0
92.0,-40.0,-12.91070818731365,0.0,-0.0
96.0,-40.0,-12.91070818731365,0.0,-0.0
100.0,-40.0,-12.91070818731365,0.0,-0.0
104.0,-40.0,-12.91070818731365,0.0,-0.0
108.0,-40.0,-12.91070818731365,0.0,-0.0
112.0,-40.0,-12.91070818731365,0.0,-0.0
116.0,-40.0,-12.91070818731365,0.0,-0.0
120.0,-40.0,-12.91070818731365,0.0,-0.0
124.0,-40.0,-12.91070818731365,0.0,-0.0
128.0,-40.0,-12.91070818731365,0.0,-0.0
132.0,-40.0,-12.91070818731365,0.0,-0.0
136.0,-40.0,-12.91070818731365,0.0,-0.0
140.0,-40.0,-12.91070818731365,0.0,-0.0
144.0,-40.0,-12.91070818731365,0.0,-0.0
148.0,-40.0,-12.91070818731365,0.0,-0.0
152.0,-40.0,-12.91070818731365,0.0,-0.0
156.0,-40.0,-12.91070818731365,0.0,-0.0
160.0,-40.0,-12.91070818731365,0.0,-0.0
164.0,-40.0,-12.91070818731365,0.0,-0.0
168.0,-40.0,-12.91070818731365,0.0,-0.0
172.0,-40.0,-12.91070818731365,0.0,-0.0
176.0,-40.0,-12.91070818731365,0.0,-0.0
180.0,-40.0,-12.91070818731365,0.0,-0.0
184.0,-40.0,-12.91070818731365,0.0,-0.0
188.0,-40.0,-12.91070818731365,0.0,-0.0
192.0,-40.0,-12.91070818731365,0.0,-0.0
196.0,-40.0,-12.91070818731365,0.0,-0.0
200.0,-40.0,-12.91070818731365,0.0,-0.0
204.0,-40.0,-12.91070818731365,0.0,-0.0
208.0,-40.0,-12.91070818731365,0.0,-0.0
212.0,-40.0,-12.91070818731365,0.0,-0.0
216.0,-40.0,-12.91070818731365,0.0,-0.0
220.0,-40.0,-12.91070818731365,0.0,-0.0
224.0,-40.0,-12.91070818731365,0.0,-0.0
228.0,-40.0,-12.91070818731365,0.0,-0.0
232.0,-40.0,-12.91070818731365,0.0,-0.0
236.0,-40.0,-12.91070818731365,0.0,-0.0
240.0,-40.0,-12.91070818731365,0.0,-0.0
244.0,-40.0,-12.91070818731365,0.0,-0.0
248.0,-40.0,-12.91070818731365,0.0,-0.0
252.0,-40.0,-12.91070818731365,0.0,-0.0
256.0,-40.0,-12.91070818731365,0.0,-0.0
260.0,-40.0,-12.91070818731365,0.0,-0.0
264.0,-40.0,-12.91070818731365,0.0,-0.0
268.0,-40.0,-12.91070818731365,0.0,-0.0
272.0,-40.0,-12.91070818731365,0.0,-0.0
276.0,-40.0,-12.91070818731365,0.0,-0.0
280.0,-40.0,-12.91070818731365,0.0,-0.0
284.0,-40.0,-12.91070818731365,0.0,-0.0
288.0,-40.0,-12.91070818731365,0.0,-0.0
292.0,-40.0,-12.91070818731365,0.0,-0.0
296.0,-40.0,-12.91070818731365,0.0,-0.0
300.0,-40.0,-12.91070818731365,0.0,-0.0
304.0,-40.0,-12.91070818731365,0.0,-0.0
308.0,-40.0,-12.91070818731365,0.0,-0.0
312.0,-40.0,-12.91070818731365,0.0,-0.0
316.0,-40.0,-12.91070818731365,0.0,-0.0
320.0,-40.0,-12.91070818731365,0.0,-0.0
324.0,-40.0,-12.91070818731365,0.0,-0.0
328.0,-40.0,-12.91070818731365,0.0,-0.0
332.0,-40.0,-12.91070818731365,0.0,-0.0
336.0,-40.0,-12.91070818731365,0.0,-0.0
340.0,-40.0,-12.91070818731365,0.0,-0.0
344.0,-40.0,-12.91070818731365,0.0,-0.0
348.0,-40.0,-12.91070818731365,0.0,-0.0
352.0,-40.0,-12.91070818731365,0.0,-0.0
356.0,-40.0,-12.91070818731365,0.0,-0.0
360.0,-40.0,-12.91070818731365,0.0,-0.0
364.0,-40.0,-12.91070818731365,0.0,-0.0
368.0,-40.0,-12.91070818731365,0.0,-0.0
372.0,-40.0,-12.91070818731365,0.0,-0.0
376.0,-40.0,-12.91070818731365,0.0,-0.0
380.0,-40.0,-12.91070818731365,0.0,-0.0
-380.0,-36.0,-12.91070818731365,0.0,-0.0
-376.0,-36.0,-12.91070818731365,0.0,-0.0
-372.0,-36.0,-12.91070818731365,0.0,-0.0
-368.0,-36.0,-12.91070818731365,0.0,-0.0
-364.0,-36.0,-12.91070818731365,0.0,-0.0
-360.0,-36.0,-12.91070818731365,0.0,-0.0
-356.0,-36.0,-12.91070818731365,0.0,-0.0
-352.0,-36.0,-12.91070818731365,0.0,-0.0
-348.0,-36.0,-12.91070818731365,0.0,-0.30209321175921433
-344.0,-36.0,-12.91070818731365,0.0,-0.27264565297167986
-340.0,-36.0,-12.91070818731365,0.0,-0.24368449084816013
-336.0,-36.0,-12.91070818731365,0.0,-0.2263557013476627
-332.0,-36.0,-12.91070818731365,0.0,-0.18979355179650814
-328.0,-36.0,-12.91070818731365,0.0,-0.15846885462499216
-324.0,-36.0,-12.91070818731365,0.0,-0.1351969887818758
-320.0,-36.0,-12.91070818731365,0.0,-0.12055906762929092
-316.0,-36.0,-12.91070818731365,0.0,-0.1147610481628365
-312.0,-36.0,-12.91070818731365,0.0,-0.1053154937824552
-308.0,-36.0,-12.91070818731365,0.0,-0.09462334103707826
-304.0,-36.0,-12.91070818731365,0.0,-0.09722503265484383
-300.0,-36.0,-12.91070818731365,0.0,-0.10130158340156936
-296.0,-36.0,-12.91070818731365,0.0,-0.09439927731601583
-292.0,-36.0,-12.91070818731365,0.0,-0.09026940271734119
-288.0,-36.0,-12.91070818731365,0.0,-0.08607216955392816
-284.0,-36.0,-12.91070818731365,0.0,-0.08940202781628703
-280.0,-36.0,-12.91070818731365,0.0,-0.08809565840930467
-276.0,-36.0,-12.91070818731365,0.0,-0.07380969173954655
-272.0,-36.0,-12.91070818731365,0.0,-0.07720058618818948
-268.0,-36.0,-12.91070818731365,0.0,-0.07199604754579148
-264.0,-36.0,-12.91070818731365,0.0,-0.06196723557096773
-260.0,-36.0,-12.91070818731365,0.0,-0.06209892372041992
-256.0,-36.0,-12.91070818731365,0.0,-0.050934229384725915
-252.0,-36.0,-12.91070818731365,0.0,-0.036414733659452025
-248.0,-36.0,-12.91070818731365,0.0,-0.021641579769364983
-244.0,-36.0,-12.91070818731365,0.0,-0.014841770655045883
-240.0,-36.0,-12.91070818731365,0.0,-0.006696620804319542
-236.0,-36.0,-12.91070818731365,0.0,0.0062323288822947465
-232.0,-36.0,-12.91070818731365,0.0,0.018943601814848332
-228.0,-36.0,-12.91070818731365,0.0,0.02729699966416166
-224.0,-36.0,-12.91070818731365,0.0,0.036541651769441685
-220.0,-36.0,-12.91070818731365,0.0,0.04255922791031819
-216.0,-36.0,-12.91070818731365,0.0,0.0391948823661854
-212.0,-36.0,-12.91070818731365,0.0,0.02789515565526468
-208.0,-36.0,-12.91070818731365,0.0,0.04195117358996803
-204.0,-36.0,-12.91070818731365,0.0,0.04904965357998514
-200.0,-36.0,-12.91070818731365,0.0,0.04466573231262738
-196.0,-36.0,-12.91070818731365,0.0,0.04207361736289883
-192.0,-36.0,-12.91070818731365,0.0,0.039495085813993525
-188.0,-36.0,-12.91070818731365,0.0,0.0343976058441251
-184.0,-36.0,-12.91070818731365,0.0,0.02843978130641145
-180.0,-36.0,-12.91070818731365,0.0,0.0225047952861146
-176.0,-36.0,-12.91070818731365,0.0,0.016578402550775362
-172.0,-36.0,-12.91070818731365,0.0,0.010638187399219401
-168.0,-36.0,-12.91070818731365,0.0,0.00472528552295115
-164.0,-36.0,-12.91070818731365,0.0,-0.0012284204876846783
-160.0,-36.0,-12.91070818731365,0.0,-0.007154813223005929
-156.0,-36.0,-12.91070818731365,0.0,-0.012915192739229253
-152.0,-36.0,-12.91070818731365,0.0,-0.01617248020057871
-148.0,-36.0,-12.91070818731365,0.0,-0.019201804395019728
-144.0,-36.0,-12.91070818731365,0.0,-0.022279579486257584
-140.0,-36.0,-12.91070818731365,0.0,-0.025330110579178555
-136.0,-36.0,-12.91070818731365,0.0,-0.028384593067940722
-132.0,-36.0,-12.91070818731365,0.0,-0.03143040290009291
-128.0,-36.0,-12.91070818731365,0.0,-0.03523191237709522
-124.0,-36.0,-12.91070818731365,0.0,-0.039809899357176715
-120.0,-36.0,-12.91070818731365,0.0,-0.04436674431106691
-116.0,-36.0,-12.91070818731365,0.0,-0.048913847905445396
-112.0,-36.0,-12.91070818731365,0.0,-0.05345942885463906
-108.0,-36.0,-12.91070818731365,0.0,-0.05800949536061606
-104.0,-36.0,-12.91070818731365,0.0,-0.06258023721076755
-100.0,-36.0,-12.91070818731365,0.0,-0.0667414607549861
-96.0,-36.0,-12.91070818731365,0.0,-0.06935493897909883
-92.0,-36.0,-12.91070818731365,0.0,-0.07194262728649181
-88.0,-36.0,-12.91070818731365,0.0,-0.0745347485811283
-84.0,-36.0,-12.91070818731365,0.0,-0.07711058894598044
-80.0,-36.0,-12.91070818731365,0.0,-0.07970889864342046
-76.0,-36.0,-12.91070818731365,0.0,-0.08228426732869543
-72.0,-36.0,-12.91070818731365,0.0,-0.08487275335378652
-68.0,-36.0,-12.91070818731365,0.0,-0.08745431365007339
-64.0,-36.0,-12.91070818731365,0.0,-0.0900264913829949
-60.0,-36.0,-12.91070818731365,0.0,-0.08940855601161801
-56.0,-36.0,-12.91070818731365,0.0,-0.08839652538167164
-52.0,-36.0,-12.91070818731365,0.0,-0.08737244564920976
-48.0,-36.0,-12.91070818731365,0.0,-0.08634523701976593
-44.0,-36.0,-12.91070818731365,0.0,-0.08533633528678242
-40.0,-36.0,-12.91070818731365,0.0,-0.08427858024913548
-36.0,-36.0,-12.91070818731365,0.0,-0.08326052506792725
-32.0,-36.0,-12.91070818731365,0.0,-0.08225324564389136
-28.0,-36.0,-12.91070818731365,0.0,-0.08121537613704644
-24.0,-36.0,-12.91070818731365,0.0,-0.080178928490229
-20.0,-36.0,-12.91070818731365,0.0,-0.07940742031850712
-16.0,-36.0,-12.91070818731365,0.0,-0.08258973088227628
-12.0,-36.0,-12.91070818731365,0.0,-0.08602196205911605
-8.0,-36.0,-12.91070818731365,0.0,-0.0893846849308011
-4.0,-36.0,-12.91070818731365,0.0,-0.09275365557166082
0.0,-36.0,-12.91070818731365,0.0,-0.09613684898928798
4.0,-36.0,-12.91070818731365,0.0,-0.09952004240690315
8.0,-36.0,-12.91070818731365,0.0,-0.10138007141990335
12.0,-36.0,-12.91070818731365,0.0,-0.1013558781071906
16.0,-36.0,-12.91070818731365,0.0,-0.10134226332829788
20.0,-36.0,-12.91070818731365,0.0,-0.1013345602445237
24.0,-36.0,-12.91070818731365,0.0,-0.10130249570076733
28.0,-36.0,-12.91070818731365,0.0,-0.10127937275923671
32.0,-36.0,-12.91070818731365,0.0,-0.10125508344729761
36.0,-36.0,-12.91070818731365,0.0,-0.1012473036541841
40.0,-36.0,-12.91070818731365,0.0,-0.10128278377596289
44.0,-36.0,-12.91070818731365,0.0,-0.07159635235635475
48.0,-36.0,-12.91070818731365,0.0,0.0006405240058535711
52.0,-36.0,-12.91070818731365,0.0,0.04209093152898502
56.0,-36.0,-12.91070818731365,0.0,0.04897272207198
60.0,-36.0,-12.91070818731365,0.0,0.05232314099187696
64.0,-36.0,-12.91070818731365,0.0,0.044982485602865774
68.0,-36.0,-12.91070818731365,0.0,0.03761218238163999
72.0,-36.0,-12.91070818731365,0.0,0.030216430476163625
76.0,-36.0,-12.91070818731365,0.0,0.022995581949955435
80.0,-36.0,-12.91070818731365,0.0,0.016405924886223167
84.0,-36.0,-12.91070818731365,0.0,0.009805496288266102
88.0,-36.0,-12.91070818731365,0.0,0.0032099774938894043
92.0,-36.0,-12.91070818731365,0.0,-0.0035972140626501226
96.0,-36.0,-12.91070818731365,0.0,-0.011030106867050415
100.0,-36.0,-12.91070818731365,0.0,-0.018462200875763113
104.0,-36.0,-12.91070818731365,0.0,-0.025921272408104157
108.0,-36.0,-12.91070818731365,0.0,-0.0333670683338636
112.0,-36.0,-12.91070818731365,0.0,-0.040810726486181226
116.0,-36.0,-12.91070818731365,0.0,-0.04824982882892015
120.0,-36.0,-12.91070818731365,0.0,-0.05570884975795276
124.0,-36.0,-12.91070818731365,0.0,-0.06314142026853609
128.0,-36.0,-12.91070818731365,0.0,-0.07062538910679739
132.0,-36.0,-12.91070818731365,0.0,-0.07175457917577543
136.0,-36.0,-12.91070818731365,0.0,-0.06773538553738079
140.0,-36.0,-12.91070818731365,0.0,-0.06376912220418429
144.0,-36.0,-12.91070818731365,0.0,-0.059774665501859614
148.0,-36.0,-12.91070818731365,0.0,-0.055320066848908
152.0,-36.0,-12.91070818731365,0.0,-0.024226752528751616
156.0,-36.0,-12.91070818731365,0.0,0.015023772183313522
160.0,-36.0,-12.91070818731365,0.0,0.02565277348194228
164.0,-36.0,-12.91070818731365,0.0,0.03563799685675817
168.0,-36.0,-12.91070818731365,0.0,0.06765204147277792
172.0,-36.0,-12.91070818731365,0.0,0.1151772072719961
176.0,-36.0,-12.91070818731365,0.0,0.2140214432966323
180.0,-36.0,-12.91070818731365,0.0,0.31413364632855334
184.0,-36.0,-12.91070818731365,0.0,0.38413683586824154
188.0,-36.0,-12.91070818731365,0.0,0.40362842795504994
192.0,-36.0,-12.91070818731365,0.0,0.41126793315618304
196.0,-36.0,-12.91070818731365,0.0,0.41895197027655295
200.0,-36.0,-12.91070818731365,0.0,0.42662394682627625
204.0,-36.0,-12.91070818731365,0.0,0.434313382674931
208.0,-36.0,-12.91070818731365,0.0,0.44215432257577447
212.0,-36.0,-12.91070818731365,0.0,0.4520119101004181
216.0,-36.0,-12.91070818731365,0.0,0.4619120126567777
220.0,-36.0,-12.91070818731365,0.0,0.4718205607377177
224.0,-36.0,-12.91070818731365,0.0,0.47930267099453316
228.0,-36.0,-12.91070818731365,0.0,0.502869447281191
232.0,-36.0,-12.91070818731365,0.0,0.5431248980405698
236.0,-36.0,-12.91070818731365,0.0,0.5828000198762884
240.0,-36.0,-12.91070818731365,0.0,0.5875216671249301
244.0,-36.0,-12.91070818731365,0.0,0.5697660385586714
248.0,-36.0,-12.91070818731365,0.0,0.5522471887158087
252.0,-36.0,-12.91070818731365,0.0,0.5347411071352286
256.0,-36.0,-12.91070818731365,0.0,0.5172155833623397
260.0,-36.0,-12.91070818731365,0.0,0.49962615013180356
264.0,-36.0,-12.91070818731365,0.0,0.48211884397494775
268.0,-36.0,-12.91070818731365,0.0,0.464090198027288
272.0,-36.0,-12.91070818731365,0.0,0.4338208160830588
276.0,-36.0,-12.91070818731365,0.0,0.4025212442512218
280.0,-36.0,-12.91070818731365,0.0,0.37121001543886023
284.0,-36.0,-12.91070818731365,0.0,0.3399074467863179
288.0,-36.0,-12.91070818731365,0.0,0.3086401416374167
292.0,-36.0,-12.91070818731365,0.0,0.2772732362037724
296.0,-36.0,-12.91070818731365,0.0,0.24600997011416115
300.0,-36.0,-12.91070818731365,0.0,0.21465443862412248
304.0,-36.0,-12.91070818731365,0.0,0.17306028340361146
308.0,-36.0,-12.91070818731365,0.0,0.1279142456536715
312.0,-36.0,-12.91070818731365,0.0,0.08283202122769517
316.0,-36.0,-12.91070818731365,0.0,0.03765457291255392
320.0,-36.0,-12.91070818731365,0.0,0.004148777212493515
324.0,-36.0,-12.91070818731365,0.0,-0.011063172197786963
328.0,-36.0,-12.91070818731365,0.0,-0.026401968084013072
332.0,-36.0,-12.91070818731365,0.0,-0.04555863214693301
336.0,-36.0,-12.91070818731365,0.0,-0.06480049968985724
340.0,-36.0,-12.91070818731365,0.0,-0.08391065960406663
344.0,-36.0,-12.91070818731365,0.0,-0.14002672423484697
348.0,-36.0,-12.91070818731365,0.0,-0.2405961549185598
352.0,-36.0,-12.91070818731365,0.0,-0.0
356.0,-36.0,-12.91070818731365,0.0,-0.0
360.0,-36.0,-12.91070818731365,0.0,-0.0
364.0,-36.0,-12.91070818731365,0.0,-0.0
368.0,-36.0,-12.91070818731365,0.0,-0.0
372.0,-36.0,-12.91070818731365,0.0,-0.0
376.0,-36.0,-12.91070818731365,0.0,-0.0
380.0,-36.0,-12.91070818731365,0.0,-0.0
-380.0,-32.0,-12.91070818731365,0.0,-0.0
-376.0,-32.0,-12.91070818731365,0.0,-0.0
-372.0,-32.0,-12.91070818731365,0.0,-0.0
-368.0,-32.0,-12.91070818731365,0.0,-0.0
-364.0,-32.0,-12.91070818731365,0.0,-0.0
-360.0,-32.0,-12.91070818731365,0.0,-0.0
-356.0,-32.0,-12.91070818731365,0.0,-0.0
-352.0,-32.0,-12.91070818731365,-0.30209321175921433,-0.0
-348.0,-32.0,-15.327453881387365,-0.27264565297167986,-0.7048841607715006
-344.0,-32.0,-15.09187341108709,0.0584087209110542,-0.6361731902672536
-340.0,-32.0,-14.860184114098931,0.04628995162401717,-0.5685971453123735
-336.0,-32.0,-14.721553798094952,0.05389093905165199,-0.5281633031445463
-332.0,-32.0,-14.429056601685716,0.06788684672267054,-0.4428516208585187
-328.0,-32.0,-14.178459024313588,0.05459656301463234,-0.3697606607916486
-324.0,-32.0,-13.992284097568657,0.037909786995701245,-0.3154596404910437
-320.0,-32.0,-13.875180728347978,0.020435940619039306,-0.281304491135012
-316.0,-32.0,-13.828796572616342,0.015243573846835723,-0.26777577904661887
-312.0,-32.0,-13.753232137573292,0.020137707125758242,-0.24573615215906242
-308.0,-32.0,-13.667694915610276,0.00809046112761136,-0.2207877957531823
-304.0,-32.0,-13.688508448552401,-0.006678242364491105,-0.22685840952796865
-300.0,-32.0,-13.721120854526205,0.0028257553388280066,-0.2363703612703285
-296.0,-32.0,-13.665902405841777,0.011032180684228177,-0.22026498040403708
